Txn_id,Timestamp,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_risk_score,risk_tier,triggered_rules,rule_reasons
684,2026-05-07 13:08:37,8465013530,2534644942,16634.31,UK pounds,Euro,UK,France,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,634.31 UK pounds exceeds threshold of 8,000.00"
685,2026-05-07 13:08:39,7084763408,2663470390,3470.8,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
686,2026-05-07 13:08:41,5452849099,4336977506,8559.2,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,559.20 UK pounds exceeds threshold of 8,000.00; Smurfing: account '5452849099' made 3 transactions totalling 25,781.09 within 24h (each below 9,999.00 threshold)"
687,2026-05-07 13:08:42,8079625765,9609077090,6046.6,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
688,2026-05-07 13:08:42,9416949366,8264100893,4562.29,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
689,2026-05-07 13:08:45,4600989500,1880469213,1791.69,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
690,2026-05-07 13:08:47,8572310683,5896180453,6105.63,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8572310683' made 3 transactions totalling 18,347.69 within 24h (each below 9,999.00 threshold)"
691,2026-05-07 13:08:50,1445991735,5323459625,1458.91,UK pounds,Yen,UK,Japan,Cross-border,0,,0,LOW,,
692,2026-05-07 13:08:53,2183566472,8571491184,507.64,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
693,2026-05-07 13:09:02,5536162631,3665392218,18039.31,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 18,039.31 UK pounds exceeds threshold of 8,000.00"
694,2026-05-07 13:09:02,1057924522,8704654367,73.82,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
695,2026-05-07 13:09:03,6428588628,5785796431,3066.03,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
696,2026-05-07 13:09:03,6086421020,6624920676,6142.01,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6086421020' made 6 transactions totalling 39,735.44 within 24h (each below 9,999.00 threshold)"
697,2026-05-07 13:09:04,1738940565,409707192,21073.34,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 21,073.34 UK pounds exceeds threshold of 8,000.00"
698,2026-05-07 13:09:05,3641503015,7080357663,4510.75,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
699,2026-05-07 13:09:06,835689379,3960177918,2036.28,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
700,2026-05-07 13:09:08,5535497188,6527756886,26579.91,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 26,579.91 UK pounds exceeds threshold of 8,000.00"
701,2026-05-07 13:09:08,9302522864,5466123934,8549.95,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,549.95 UK pounds exceeds threshold of 8,000.00"
702,2026-05-07 13:09:10,4472999799,6917552485,4156.54,UK pounds,Yen,UK,Japan,Cross-border,0,,0,LOW,,
703,2026-05-07 13:09:12,6063481781,7984016799,3849.64,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
704,2026-05-07 13:09:15,9456514108,5109623450,8380.93,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,380.93 UK pounds exceeds threshold of 8,000.00; Smurfing: account '9456514108' made 3 transactions totalling 25,105.02 within 24h (each below 9,999.00 threshold)"
705,2026-05-07 13:09:18,5631378216,5628674969,9082.72,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,082.72 UK pounds exceeds threshold of 8,000.00; Smurfing: account '5631378216' made 3 transactions totalling 27,030.30 within 24h (each below 9,999.00 threshold)"
706,2026-05-07 13:09:21,2365007895,2954469099,13107.13,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,107.13 UK pounds exceeds threshold of 8,000.00"
707,2026-05-07 13:09:24,8513755444,5109756158,2433.35,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
708,2026-05-07 13:09:25,3881238232,6304644161,640.98,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
709,2026-05-07 13:09:26,1915450576,7315208637,6570.51,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1915450576' made 6 transactions totalling 37,591.72 within 24h (each below 9,999.00 threshold)"
710,2026-05-07 13:09:33,7758268667,301740914,8859.29,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,859.29 UK pounds exceeds threshold of 8,000.00; Smurfing: account '7758268667' made 6 transactions totalling 45,775.60 within 24h (each below 9,999.00 threshold)"
711,2026-05-07 13:09:39,1675266982,9960453112,17143.98,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,143.98 UK pounds exceeds threshold of 8,000.00"
712,2026-05-07 13:09:41,1996752909,4258935429,22280.9,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 22,280.90 UK pounds exceeds threshold of 8,000.00"
713,2026-05-07 13:09:42,3168051873,9757535272,11177.56,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,177.56 UK pounds exceeds threshold of 8,000.00"
714,2026-05-07 13:09:44,8474309857,5659763215,2949.64,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
715,2026-05-07 13:09:46,2797271466,9599693960,9874.47,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,874.47 UK pounds exceeds threshold of 8,000.00; Smurfing: account '2797271466' made 3 transactions totalling 26,252.30 within 24h (each below 9,999.00 threshold)"
716,2026-05-07 13:09:47,405051788,6064488085,8512.62,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,512.62 UK pounds exceeds threshold of 8,000.00"
717,2026-05-07 13:09:49,6500267083,5466123934,8069.26,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,069.26 UK pounds exceeds threshold of 8,000.00; Smurfing: account '6500267083' made 3 transactions totalling 24,250.33 within 24h (each below 9,999.00 threshold)"
718,2026-05-07 13:09:52,6367548102,6675357458,179.07,Euro,UK pounds,Spain,UK,Cross-border,0,,0,LOW,,
719,2026-05-07 13:09:53,1062641900,1693454173,16275.87,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,275.87 UK pounds exceeds threshold of 8,000.00"
720,2026-05-07 13:09:54,4924839218,9567308380,1545.45,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
721,2026-05-07 13:10:00,716154569,3372425008,3644.7,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
722,2026-05-07 13:10:06,8487080282,5708936901,5696.48,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8487080282' made 3 transactions totalling 17,216.95 within 24h (each below 9,999.00 threshold)"
723,2026-05-07 13:10:12,2173103945,6953672776,5410.58,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,,0,LOW,,
724,2026-05-07 13:10:14,2982318576,2961128128,2593.4,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,"RapidMovement: account '2961128128' received 2,593.40 then re-sent 5,826.22 (224.7%) within 24h"
725,2026-05-07 13:10:14,848681361,9397412993,60299.93,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 60,299.93 UK pounds exceeds threshold of 8,000.00"
726,2026-05-07 13:10:14,7363445549,2563034968,3712.14,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
727,2026-05-07 13:10:16,599836428,6270208308,87.75,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
728,2026-05-07 13:10:17,3027507704,1406805014,417.14,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
729,2026-05-07 13:10:20,6116657264,144438037,5787.26,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6116657264' made 4 transactions totalling 23,445.82 within 24h (each below 9,999.00 threshold)"
730,2026-05-07 13:10:21,2122759581,2509211966,84.52,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
731,2026-05-07 13:10:23,5070033405,3608703185,7465.98,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5070033405' made 3 transactions totalling 22,415.84 within 24h (each below 9,999.00 threshold)"
732,2026-05-07 13:10:28,8898696157,6646502650,10236.83,UK pounds,Euro,UK,France,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,236.83 UK pounds exceeds threshold of 8,000.00"
733,2026-05-07 13:10:31,546049908,823316187,141.79,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
734,2026-05-07 13:10:36,4500643137,6435469504,8879.47,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,879.47 UK pounds exceeds threshold of 8,000.00"
735,2026-05-07 13:10:37,8854146908,9600420260,5128.95,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8854146908' made 3 transactions totalling 15,327.13 within 24h (each below 9,999.00 threshold)"
736,2026-05-07 13:10:41,5907668433,8482785849,1260.11,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
737,2026-05-07 13:10:45,6116657264,2283849585,4367.06,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6116657264' made 5 transactions totalling 27,812.88 within 24h (each below 9,999.00 threshold)"
738,2026-05-07 13:10:45,1215740475,6328447605,1690.62,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
739,2026-05-07 13:10:48,1465780080,6358102783,1374.35,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
740,2026-05-07 13:10:50,1855785042,6910079988,966.08,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
741,2026-05-07 13:10:51,5579698692,819478298,1639.74,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
742,2026-05-07 13:10:51,7421451752,1300373577,5793.22,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7421451752' made 4 transactions totalling 24,885.34 within 24h (each below 9,999.00 threshold)"
743,2026-05-07 13:10:54,7121365992,835689379,3814.87,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
744,2026-05-07 13:10:54,4158383100,754868782,2917.04,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,,0,LOW,,
745,2026-05-07 13:10:58,9013887873,737392273,498.24,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
746,2026-05-07 13:11:06,9416949366,1164020053,12164.33,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,164.33 UK pounds exceeds threshold of 8,000.00"
747,2026-05-07 13:11:08,750883711,5985734440,15694.78,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 15,694.78 UK pounds exceeds threshold of 8,000.00"
748,2026-05-07 13:11:09,8456279067,4358275767,13358.44,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,358.44 UK pounds exceeds threshold of 8,000.00"
749,2026-05-07 13:11:10,5309124465,2534644942,9683.45,UK pounds,Euro,UK,France,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,683.45 UK pounds exceeds threshold of 8,000.00"
750,2026-05-07 13:11:13,8203229522,1470548333,5310.13,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8203229522' made 3 transactions totalling 19,307.09 within 24h (each below 9,999.00 threshold)"
751,2026-05-07 13:11:13,865679101,1750168908,1348.76,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
752,2026-05-07 13:11:14,9352882360,1800807719,3769.93,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
753,2026-05-07 13:11:16,4727686386,7500989871,1382.28,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
754,2026-05-07 13:11:17,3709430533,8716511495,9584.07,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,584.07 UK pounds exceeds threshold of 8,000.00; Smurfing: account '3709430533' made 3 transactions totalling 24,671.82 within 24h (each below 9,999.00 threshold)"
755,2026-05-07 13:11:19,4007288126,6458903778,1913.43,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
756,2026-05-07 13:11:21,1738940565,409707192,21095.95,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 21,095.95 UK pounds exceeds threshold of 8,000.00"
757,2026-05-07 13:11:27,5982914936,9491670243,9715.7,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,715.70 UK pounds exceeds threshold of 8,000.00; Smurfing: account '5982914936' made 3 transactions totalling 28,512.17 within 24h (each below 9,999.00 threshold)"
758,2026-05-07 13:11:28,8895949237,6421031924,1946.77,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
759,2026-05-07 13:11:28,8600542721,8493083192,3169.73,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
760,2026-05-07 13:11:32,5411794037,8352571580,7305.24,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
761,2026-05-07 13:11:32,8643836860,5606274799,3374.11,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
762,2026-05-07 13:11:34,7877307782,1420822472,4611.94,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
763,2026-05-07 13:11:39,7228171825,937896594,3662.84,UK pounds,UK pounds,UK,UK,Cheque,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,RapidMovement: part of rapid fund re-dispatch from account '7228171825'
764,2026-05-07 13:11:41,7501327339,3546968911,5059.12,UK pounds,Euro,UK,Germany,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7501327339' made 7 transactions totalling 51,385.54 within 24h (each below 9,999.00 threshold)"
765,2026-05-07 13:11:44,936440682,4336977506,7453.82,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
766,2026-05-07 13:11:51,8389148416,8705942251,7397.84,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8389148416' made 3 transactions totalling 22,879.89 within 24h (each below 9,999.00 threshold)"
767,2026-05-07 13:11:54,2882785178,3329252232,11798.74,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,798.74 UK pounds exceeds threshold of 8,000.00"
768,2026-05-07 13:11:54,6835365369,1696366856,2876.34,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
769,2026-05-07 13:11:55,8987848252,7140265767,5323.75,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8987848252' made 3 transactions totalling 16,454.78 within 24h (each below 9,999.00 threshold)"
770,2026-05-07 13:11:57,5764479195,6855935396,5812.65,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5764479195' made 3 transactions totalling 17,410.22 within 24h (each below 9,999.00 threshold)"
771,2026-05-07 13:12:02,6086421020,7011505686,11389.03,UK pounds,Euro,UK,Italy,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,389.03 UK pounds exceeds threshold of 8,000.00"
772,2026-05-07 13:12:03,630043131,9351862145,2820.46,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
773,2026-05-07 13:12:04,1139916404,6855935396,4583.38,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
774,2026-05-07 13:12:06,287226045,4622043725,22965.62,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 22,965.62 UK pounds exceeds threshold of 8,000.00"
775,2026-05-07 13:12:06,9584010516,5466123934,6475.43,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
776,2026-05-07 13:12:07,6421791596,5177860885,1384.79,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
777,2026-05-07 13:12:11,4046226659,2335777366,455.37,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
778,2026-05-07 13:12:11,7799825595,2496345098,6876.02,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
779,2026-05-07 13:12:13,1483277195,4726958637,3981.33,UK pounds,Euro,UK,France,Cross-border,0,,0,LOW,,
780,2026-05-07 13:12:13,2396691631,293375797,5256.05,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
781,2026-05-07 13:12:14,6566598426,6035911595,1960.13,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
782,2026-05-07 13:12:20,8220999537,6306150528,598.05,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
783,2026-05-07 13:12:21,4018878972,7230082377,3389.83,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
784,2026-05-07 13:12:28,8456279067,8572828015,5639.15,UK pounds,Euro,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8456279067' made 3 transactions totalling 20,160.03 within 24h (each below 9,999.00 threshold)"
785,2026-05-07 13:12:29,7501327339,3230579354,10964.63,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,964.63 UK pounds exceeds threshold of 8,000.00"
786,2026-05-07 13:12:32,7634512819,1431561040,16386.05,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,386.05 UK pounds exceeds threshold of 8,000.00"
787,2026-05-07 13:12:32,116289163,4289603223,1584.4,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
788,2026-05-07 13:12:35,6176940453,7938837088,6321.43,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
789,2026-05-07 13:12:37,8940781509,6651765338,59.21,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
790,2026-05-07 13:12:38,5021785800,9745680135,12773.85,UK pounds,Yen,UK,Japan,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,773.85 UK pounds exceeds threshold of 8,000.00"
791,2026-05-07 13:12:38,3697918511,7160736915,6617.22,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
792,2026-05-07 13:12:42,1378784400,954066234,5946.0,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1378784400' made 5 transactions totalling 33,522.39 within 24h (each below 9,999.00 threshold)"
793,2026-05-07 13:12:43,9425018817,7228879969,4720.89,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
794,2026-05-07 13:12:43,2902781989,3781223505,157.08,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
795,2026-05-07 13:12:43,5021785800,7659797939,5792.02,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '5021785800' made 6 transactions totalling 37,575.22 within 24h (each below 9,999.00 threshold)"
796,2026-05-07 13:12:45,1010053518,3098762122,23929.73,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 23,929.73 UK pounds exceeds threshold of 8,000.00"
797,2026-05-07 13:12:51,4488993732,9606537579,589.78,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
798,2026-05-07 13:12:52,7785245954,4106959965,2125.33,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,,0,LOW,,
799,2026-05-07 13:12:52,7125011674,6034997194,5203.31,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
800,2026-05-07 13:12:54,7731044104,6538540101,5414.27,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
801,2026-05-07 13:12:58,3983362006,8289935297,2193.81,US dollar,UK pounds,UK,UK,Credit card,0,,0,LOW,,
802,2026-05-07 13:13:09,2980873343,4952034138,13612.93,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,612.93 UK pounds exceeds threshold of 8,000.00"
803,2026-05-07 13:13:09,7669236826,8384550734,4813.5,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7669236826' made 3 transactions totalling 21,833.01 within 24h (each below 9,999.00 threshold)"
804,2026-05-07 13:13:09,7155736136,1316458123,5749.23,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,,0,LOW,,
805,2026-05-07 13:13:11,1394177372,1465487567,11639.33,UK pounds,UK pounds,UK,UK,Debit card,1,Large-Cash-Transaction; Layering,50,MEDIUM,LargeTransaction|Layering,"Transaction amount 11,639.33 UK pounds exceeds threshold of 8,000.00; Fan-in: receiver 1465487567 received from 10 distinct senders within 72h (chain amount: 149,830.73, threshold: 10,000.00)"
806,2026-05-07 13:13:13,4121324384,8135174919,10776.71,Euro,UK pounds,Spain,UK,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,776.71 Euro exceeds threshold of 9,000.00"
